lr,mean,step,Accuracy
0.0005,4.345994530720313,500,0.8318593224722006
0.000525,4.345994530720313,500,0.8335660718903543
0.00055,4.345994530720313,500,0.834755624515128
0.000575,4.345994530720313,500,0.8358934574605638
0.0006,4.345994530720313,500,0.8372381691233515
0.000625,4.345994530720313,500,0.838841479182829
0.00065,4.345994530720313,500,0.8409619860356866
0.000675,4.345994530720313,500,0.8420480993017844
0.0007,4.345994530720313,500,0.843289371605896
0.000725,4.345994530720313,500,0.8439100077579519
0.00075,4.345994530720313,500,0.8446340832686837
0.000775,4.345994530720313,500,0.8454098784587536
0.0008,4.345994530720313,500,0.8462891130074993
0.000825,4.345994530720313,500,0.8471166278769071
0.00085,4.345994530720313,500,0.847737264028963
0.000875,4.345994530720313,500,0.8488233772950607
0.0009,4.345994530720313,500,0.8496508921644685
0.000925,4.345994530720313,500,0.8501680889578485
0.00095,4.345994530720313,500,0.8509956038272563
0.000975,4.345994530720313,500,0.85192655805534
0.001,4.345994530720313,500,0.8529609516420998
0.00103,4.345994530720313,500,0.8541505042668736
0.00105,4.345994530720313,500,0.8544608223429014
0.00108,4.345994530720313,500,0.8549262994569433
0.0011,4.345994530720313,500,0.8550297388156194
0.00113,4.345994530720313,500,0.8553400568916473
0.00115,4.345994530720313,500,0.8554952159296613
0.00118,4.345994530720313,500,0.8554952159296613
0.0012,4.345994530720313,500,0.8555469356089992
0.00123,4.345994530720313,500,0.8555469356089992
0.00125,4.345994530720313,500,0.8551848978536333
0.00128,4.345994530720313,500,0.8510990431859322
0.0013,4.345994530720313,500,0.8460822342901474
0.00133,4.345994530720313,500,0.8289113007499354
0.00135,4.345994530720313,500,0.812774760796483
0.00138,4.345994530720313,500,0.7889319886216706
0.0014,4.345994530720313,500,0.7751745539177657
0.00143,4.345994530720313,500,0.7586242565296095
0.00145,4.345994530720313,500,0.7483837600206878
0.00148,4.345994530720313,500,0.7357124385828808
0.0015,4.345994530720313,500,0.7270752521334368
0.00153,4.345994530720313,500,0.7167313162658392
0.00155,4.345994530720313,500,0.7108869925006465
0.00158,4.345994530720313,500,0.7026635634859064
0.0016,4.345994530720313,500,0.6979053529868114
0.00163,4.345994530720313,500,0.6927851047323507
0.00165,4.345994530720313,500,0.6895267649340574
0.00168,4.345994530720313,500,0.6847168347556245
0.0017,4.345994530720313,500,0.6827514869407809
0.00173,4.345994530720313,500,0.6793379881044738
0.00175,4.345994530720313,500,0.6776829583656582
0.00178,4.345994530720313,500,0.6759762089475045
0.0018,4.345994530720313,500,0.6745280579260409
0.00183,4.345994530720313,500,0.6728730281872253
0.00185,4.345994530720313,500,0.6717869149211275
0.00188,4.345994530720313,500,0.6703904835790018
0.0019,4.345994530720313,500,0.669718127747608
0.00193,4.345994530720313,500,0.6684251357641583
0.00195,4.345994530720313,500,0.6670287044220325
0.00198,4.345994530720313,500,0.6657874321179209
0.0005,4.345994530720313,750,0.8418412205844323
0.000525,4.345994530720313,750,0.8432376519265581
0.00055,4.345994530720313,750,0.8441168864753038
0.000575,4.345994530720313,750,0.8448926816653737
0.0006,4.345994530720313,750,0.8458236358934574
0.000625,4.345994530720313,750,0.8467545901215412
0.00065,4.345994530720313,750,0.8474269459529351
0.000675,4.345994530720313,750,0.8486164985777088
0.0007,4.345994530720313,750,0.8497026118438066
0.000725,4.345994530720313,750,0.8501163692785104
0.00075,4.345994530720313,750,0.8504266873545384
0.000775,4.345994530720313,750,0.8509956038272563
0.0008,4.345994530720313,750,0.8520299974140161
0.000825,4.345994530720313,750,0.8527023532454099
0.00085,4.345994530720313,750,0.8532712697181277
0.000875,4.345994530720313,750,0.8535815877941557
0.0009,4.345994530720313,750,0.8543056633048876
0.000925,4.345994530720313,750,0.8544608223429014
0.00095,4.345994530720313,750,0.8547711404189294
0.000975,4.345994530720313,750,0.8548745797776054
0.001,4.345994530720313,750,0.8552883372123092
0.00103,4.345994530720313,750,0.8555469356089992
0.00105,4.345994530720313,750,0.8555986552883372
0.00108,4.345994530720313,750,0.8558055340056892
0.0011,4.345994530720313,750,0.8558572536850272
0.00113,4.345994530720313,750,0.8559606930437031
0.00115,4.345994530720313,750,0.8561158520817171
0.00118,4.345994530720313,750,0.856374450478407
0.0012,4.345994530720313,750,0.856684768554435
0.00123,4.345994530720313,750,0.8569950866304629
0.00125,4.345994530720313,750,0.8570985259891388
0.00128,4.345994530720313,750,0.8571502456684769
0.0013,4.345994530720313,750,0.8572019653478149
0.00133,4.345994530720313,750,0.8573054047064909
0.00135,4.345994530720313,750,0.8575640031031807
0.00138,4.345994530720313,750,0.8575122834238428
0.0014,4.345994530720313,750,0.8574088440651668
0.00143,4.345994530720313,750,0.8573054047064909
0.00145,4.345994530720313,750,0.8570985259891388
0.00148,4.345994530720313,750,0.856684768554435
0.0015,4.345994530720313,750,0.856529609516421
0.00153,4.345994530720313,750,0.856426170157745
0.00155,4.345994530720313,750,0.8561675717610551
0.00158,4.345994530720313,750,0.8560641324023791
0.0016,4.345994530720313,750,0.8558055340056892
0.00163,4.345994530720313,750,0.8558055340056892
0.00165,4.345994530720313,750,0.8557020946470132
0.00168,4.345994530720313,750,0.8552883372123092
0.0017,4.345994530720313,750,0.8548228600982674
0.00173,4.345994530720313,750,0.8531678303594518
0.00175,4.345994530720313,750,0.8513576415826222
0.00178,4.345994530720313,750,0.8467545901215412
0.0018,4.345994530720313,750,0.8415826221877425
0.00183,4.345994530720313,750,0.830514610809413
0.00185,4.345994530720313,750,0.8224463408326869
0.00188,4.345994530720313,750,0.8071890354279804
0.0019,4.345994530720313,750,0.7970002585983967
0.00193,4.345994530720313,750,0.7832945435738299
0.00195,4.345994530720313,750,0.7753297129557797
0.00198,4.345994530720313,750,0.7639513835014223
0.0005,4.345994530720313,1000,0.8458236358934574
0.000525,4.345994530720313,1000,0.8468580294802173
0.00055,4.345994530720313,1000,0.8476855443496251
0.000575,4.345994530720313,1000,0.8492888544091026
0.0006,4.345994530720313,1000,0.8497543315231445
0.000625,4.345994530720313,1000,0.8501680889578485
0.00065,4.345994530720313,1000,0.8507370054305663
0.000675,4.345994530720313,1000,0.8520299974140161
0.0007,4.345994530720313,1000,0.8526506335660718
0.000725,4.345994530720313,1000,0.8532712697181277
0.00075,4.345994530720313,1000,0.8534264287561417
0.000775,4.345994530720313,1000,0.8538401861908456
0.0008,4.345994530720313,1000,0.8544091026635635
0.000825,4.345994530720313,1000,0.8545125420222395
0.00085,4.345994530720313,1000,0.8549262994569433
0.000875,4.345994530720313,1000,0.8550297388156194
0.0009,4.345994530720313,1000,0.8549780191362814
0.000925,4.345994530720313,1000,0.8552366175329713
0.00095,4.345994530720313,1000,0.8551848978536333
0.000975,4.345994530720313,1000,0.8552883372123092
0.001,4.345994530720313,1000,0.8556503749676752
0.00103,4.345994530720313,1000,0.8558572536850272
0.00105,4.345994530720313,1000,0.8557020946470132
0.00108,4.345994530720313,1000,0.8558055340056892
0.0011,4.345994530720313,1000,0.8561158520817171
0.00113,4.345994530720313,1000,0.8561675717610551
0.00115,4.345994530720313,1000,0.8561675717610551
0.00118,4.345994530720313,1000,0.8561158520817171
0.0012,4.345994530720313,1000,0.856271011119731
0.00123,4.345994530720313,1000,0.856633048875097
0.00125,4.345994530720313,1000,0.856684768554435
0.00128,4.345994530720313,1000,0.8568916472717869
0.0013,4.345994530720313,1000,0.8570985259891388
0.00133,4.345994530720313,1000,0.8570468063098009
0.00135,4.345994530720313,1000,0.8570985259891388
0.00138,4.345994530720313,1000,0.8572536850271528
0.0014,4.345994530720313,1000,0.8572536850271528
0.00143,4.345994530720313,1000,0.8573571243858288
0.00145,4.345994530720313,1000,0.8575640031031807
0.00148,4.345994530720313,1000,0.8575122834238428
0.0015,4.345994530720313,1000,0.8576674424618568
0.00153,4.345994530720313,1000,0.8575122834238428
0.00155,4.345994530720313,1000,0.8576157227825187
0.00158,4.345994530720313,1000,0.8573571243858288
0.0016,4.345994530720313,1000,0.8573054047064909
0.00163,4.345994530720313,1000,0.8570985259891388
0.00165,4.345994530720313,1000,0.8569950866304629
0.00168,4.345994530720313,1000,0.856839927592449
0.0017,4.345994530720313,1000,0.8567364882337729
0.00173,4.345994530720313,1000,0.856426170157745
0.00175,4.345994530720313,1000,0.856374450478407
0.00178,4.345994530720313,1000,0.856529609516421
0.0018,4.345994530720313,1000,0.856529609516421
0.00183,4.345994530720313,1000,0.856426170157745
0.00185,4.345994530720313,1000,0.8561675717610551
0.00188,4.345994530720313,1000,0.8561675717610551
0.0019,4.345994530720313,1000,0.8561158520817171
0.00193,4.345994530720313,1000,0.8557538143263512
0.00195,4.345994530720313,1000,0.8555469356089992
0.00198,4.345994530720313,1000,0.8553400568916473
0.0005,4.345994530720313,1250,0.8485647788983708
0.000525,4.345994530720313,1250,0.8497543315231445
0.00055,4.345994530720313,1250,0.8502715283165244
0.000575,4.345994530720313,1250,0.8506852857512284
0.0006,4.345994530720313,1250,0.8520299974140161
0.000625,4.345994530720313,1250,0.8526506335660718
0.00065,4.345994530720313,1250,0.8533229893974658
0.000675,4.345994530720313,1250,0.8534264287561417
0.0007,4.345994530720313,1250,0.8538919058701836
0.000725,4.345994530720313,1250,0.8544091026635635
0.00075,4.345994530720313,1250,0.8546677010602535
0.000775,4.345994530720313,1250,0.8551848978536333
0.0008,4.345994530720313,1250,0.8550297388156194
0.000825,4.345994530720313,1250,0.8551848978536333
0.00085,4.345994530720313,1250,0.8551848978536333
0.000875,4.345994530720313,1250,0.8551331781742953
0.0009,4.345994530720313,1250,0.8551331781742953
0.000925,4.345994530720313,1250,0.8552883372123092
0.00095,4.345994530720313,1250,0.8552883372123092
0.000975,4.345994530720313,1250,0.8555986552883372
0.001,4.345994530720313,1250,0.8553917765709853
0.00103,4.345994530720313,1250,0.8557020946470132
0.00105,4.345994530720313,1250,0.8557020946470132
0.00108,4.345994530720313,1250,0.8557538143263512
0.0011,4.345994530720313,1250,0.8558572536850272
0.00113,4.345994530720313,1250,0.8560641324023791
0.00115,4.345994530720313,1250,0.8561158520817171
0.00118,4.345994530720313,1250,0.8561675717610551
0.0012,4.345994530720313,1250,0.8562192914403931
0.00123,4.345994530720313,1250,0.856426170157745
0.00125,4.345994530720313,1250,0.856426170157745
0.00128,4.345994530720313,1250,0.856529609516421
0.0013,4.345994530720313,1250,0.856374450478407
0.00133,4.345994530720313,1250,0.856426170157745
0.00135,4.345994530720313,1250,0.8564778898370831
0.00138,4.345994530720313,1250,0.856374450478407
0.0014,4.345994530720313,1250,0.856374450478407
0.00143,4.345994530720313,1250,0.856271011119731
0.00145,4.345994530720313,1250,0.8563227307990691
0.00148,4.345994530720313,1250,0.856529609516421
0.0015,4.345994530720313,1250,0.8567364882337729
0.00153,4.345994530720313,1250,0.8568916472717869
0.00155,4.345994530720313,1250,0.8569433669511249
0.00158,4.345994530720313,1250,0.8570468063098009
0.0016,4.345994530720313,1250,0.8569433669511249
0.00163,4.345994530720313,1250,0.856839927592449
0.00165,4.345994530720313,1250,0.8568916472717869
0.00168,4.345994530720313,1250,0.8571502456684769
0.0017,4.345994530720313,1250,0.8570985259891388
0.00173,4.345994530720313,1250,0.8569950866304629
0.00175,4.345994530720313,1250,0.8569950866304629
0.00178,4.345994530720313,1250,0.8569950866304629
0.0018,4.345994530720313,1250,0.8568916472717869
0.00183,4.345994530720313,1250,0.8567364882337729
0.00185,4.345994530720313,1250,0.856633048875097
0.00188,4.345994530720313,1250,0.856581329195759
0.0019,4.345994530720313,1250,0.8567882079131109
0.00193,4.345994530720313,1250,0.8567364882337729
0.00195,4.345994530720313,1250,0.8567364882337729
0.00198,4.345994530720313,1250,0.856633048875097
0.0005,4.345994530720313,1500,0.8501680889578485
0.000525,4.345994530720313,1500,0.8504784070338763
0.00055,4.345994530720313,1500,0.8518748383760021
0.000575,4.345994530720313,1500,0.8527023532454099
0.0006,4.345994530720313,1500,0.8533747090768037
0.000625,4.345994530720313,1500,0.8534781484354798
0.00065,4.345994530720313,1500,0.8540470649081976
0.000675,4.345994530720313,1500,0.8544608223429014
0.0007,4.345994530720313,1500,0.8547194207395914
0.000725,4.345994530720313,1500,0.8550814584949573
0.00075,4.345994530720313,1500,0.8550297388156194
0.000775,4.345994530720313,1500,0.8551331781742953
0.0008,4.345994530720313,1500,0.8550814584949573
0.000825,4.345994530720313,1500,0.8550297388156194
0.00085,4.345994530720313,1500,0.8550297388156194
0.000875,4.345994530720313,1500,0.8551331781742953
0.0009,4.345994530720313,1500,0.8553400568916473
0.000925,4.345994530720313,1500,0.8554952159296613
0.00095,4.345994530720313,1500,0.8553917765709853
0.000975,4.345994530720313,1500,0.8554434962503232
0.001,4.345994530720313,1500,0.8553917765709853
0.00103,4.345994530720313,1500,0.8557020946470132
0.00105,4.345994530720313,1500,0.8556503749676752
0.00108,4.345994530720313,1500,0.8555986552883372
0.0011,4.345994530720313,1500,0.8557020946470132
0.00113,4.345994530720313,1500,0.8559089733643651
0.00115,4.345994530720313,1500,0.8559606930437031
0.00118,4.345994530720313,1500,0.8559089733643651
0.0012,4.345994530720313,1500,0.8559606930437031
0.00123,4.345994530720313,1500,0.8559606930437031
0.00125,4.345994530720313,1500,0.8561675717610551
0.00128,4.345994530720313,1500,0.856271011119731
0.0013,4.345994530720313,1500,0.856374450478407
0.00133,4.345994530720313,1500,0.8563227307990691
0.00135,4.345994530720313,1500,0.856271011119731
0.00138,4.345994530720313,1500,0.8562192914403931
0.0014,4.345994530720313,1500,0.8561675717610551
0.00143,4.345994530720313,1500,0.8562192914403931
0.00145,4.345994530720313,1500,0.856374450478407
0.00148,4.345994530720313,1500,0.8564778898370831
0.0015,4.345994530720313,1500,0.856426170157745
0.00153,4.345994530720313,1500,0.8561675717610551
0.00155,4.345994530720313,1500,0.8561675717610551
0.00158,4.345994530720313,1500,0.8561675717610551
0.0016,4.345994530720313,1500,0.8561675717610551
0.00163,4.345994530720313,1500,0.8561675717610551
0.00165,4.345994530720313,1500,0.8561158520817171
0.00168,4.345994530720313,1500,0.8557538143263512
0.0017,4.345994530720313,1500,0.8558572536850272
0.00173,4.345994530720313,1500,0.8559089733643651
0.00175,4.345994530720313,1500,0.8558572536850272
0.00178,4.345994530720313,1500,0.8559089733643651
0.0018,4.345994530720313,1500,0.8558572536850272
0.00183,4.345994530720313,1500,0.8559089733643651
0.00185,4.345994530720313,1500,0.8557538143263512
0.00188,4.345994530720313,1500,0.8558055340056892
0.0019,4.345994530720313,1500,0.8558055340056892
0.00193,4.345994530720313,1500,0.8556503749676752
0.00195,4.345994530720313,1500,0.8557020946470132
0.00198,4.345994530720313,1500,0.8557538143263512
0.0005,4.345994530720313,1750,0.8508404447892423
0.000525,4.345994530720313,1750,0.8522885958107059
0.00055,4.345994530720313,1750,0.8530126713214378
0.000575,4.345994530720313,1750,0.8532712697181277
0.0006,4.345994530720313,1750,0.8537367468321696
0.000625,4.345994530720313,1750,0.8542539436255495
0.00065,4.345994530720313,1750,0.8546159813809154
0.000675,4.345994530720313,1750,0.8551331781742953
0.0007,4.345994530720313,1750,0.8549780191362814
0.000725,4.345994530720313,1750,0.8550814584949573
0.00075,4.345994530720313,1750,0.8551331781742953
0.000775,4.345994530720313,1750,0.8550814584949573
0.0008,4.345994530720313,1750,0.8550814584949573
0.000825,4.345994530720313,1750,0.8550814584949573
0.00085,4.345994530720313,1750,0.8552883372123092
0.000875,4.345994530720313,1750,0.8553400568916473
0.0009,4.345994530720313,1750,0.8553917765709853
0.000925,4.345994530720313,1750,0.8553917765709853
0.00095,4.345994530720313,1750,0.8554952159296613
0.000975,4.345994530720313,1750,0.8554952159296613
0.001,4.345994530720313,1750,0.8555469356089992
0.00103,4.345994530720313,1750,0.8554952159296613
0.00105,4.345994530720313,1750,0.8555469356089992
0.00108,4.345994530720313,1750,0.8555986552883372
0.0011,4.345994530720313,1750,0.8556503749676752
0.00113,4.345994530720313,1750,0.8557538143263512
0.00115,4.345994530720313,1750,0.8558055340056892
0.00118,4.345994530720313,1750,0.8559606930437031
0.0012,4.345994530720313,1750,0.8560124127230411
0.00123,4.345994530720313,1750,0.8559089733643651
0.00125,4.345994530720313,1750,0.8559606930437031
0.00128,4.345994530720313,1750,0.8560124127230411
0.0013,4.345994530720313,1750,0.8559606930437031
0.00133,4.345994530720313,1750,0.8560641324023791
0.00135,4.345994530720313,1750,0.8560641324023791
0.00138,4.345994530720313,1750,0.8560641324023791
0.0014,4.345994530720313,1750,0.8561675717610551
0.00143,4.345994530720313,1750,0.8561675717610551
0.00145,4.345994530720313,1750,0.8562192914403931
0.00148,4.345994530720313,1750,0.8560641324023791
0.0015,4.345994530720313,1750,0.8559606930437031
0.00153,4.345994530720313,1750,0.8557020946470132
0.00155,4.345994530720313,1750,0.8556503749676752
0.00158,4.345994530720313,1750,0.8554952159296613
0.0016,4.345994530720313,1750,0.8553917765709853
0.00163,4.345994530720313,1750,0.8553917765709853
0.00165,4.345994530720313,1750,0.8553917765709853
0.00168,4.345994530720313,1750,0.8553917765709853
0.0017,4.345994530720313,1750,0.8552883372123092
0.00173,4.345994530720313,1750,0.8552366175329713
0.00175,4.345994530720313,1750,0.8552366175329713
0.00178,4.345994530720313,1750,0.8552366175329713
0.0018,4.345994530720313,1750,0.8552366175329713
0.00183,4.345994530720313,1750,0.8553917765709853
0.00185,4.345994530720313,1750,0.8553917765709853
0.00188,4.345994530720313,1750,0.8553400568916473
0.0019,4.345994530720313,1750,0.8553400568916473
0.00193,4.345994530720313,1750,0.8552883372123092
0.00195,4.345994530720313,1750,0.8552366175329713
0.00198,4.345994530720313,1750,0.8551331781742953
0.0005,4.345994530720313,2000,0.85218515645203
0.000525,4.345994530720313,2000,0.8529609516420998
0.00055,4.345994530720313,2000,0.8532712697181277
0.000575,4.345994530720313,2000,0.8537367468321696
0.0006,4.345994530720313,2000,0.8543056633048876
0.000625,4.345994530720313,2000,0.8546159813809154
0.00065,4.345994530720313,2000,0.8550814584949573
0.000675,4.345994530720313,2000,0.8550297388156194
0.0007,4.345994530720313,2000,0.8550814584949573
0.000725,4.345994530720313,2000,0.8550297388156194
0.00075,4.345994530720313,2000,0.8550297388156194
0.000775,4.345994530720313,2000,0.8550814584949573
0.0008,4.345994530720313,2000,0.8551848978536333
0.000825,4.345994530720313,2000,0.8551848978536333
0.00085,4.345994530720313,2000,0.8552366175329713
0.000875,4.345994530720313,2000,0.8552366175329713
0.0009,4.345994530720313,2000,0.8553917765709853
0.000925,4.345994530720313,2000,0.8553917765709853
0.00095,4.345994530720313,2000,0.8554952159296613
0.000975,4.345994530720313,2000,0.8553917765709853
0.001,4.345994530720313,2000,0.8553400568916473
0.00103,4.345994530720313,2000,0.8552883372123092
0.00105,4.345994530720313,2000,0.8554434962503232
0.00108,4.345994530720313,2000,0.8555469356089992
0.0011,4.345994530720313,2000,0.8556503749676752
0.00113,4.345994530720313,2000,0.8557538143263512
0.00115,4.345994530720313,2000,0.8558055340056892
0.00118,4.345994530720313,2000,0.8558572536850272
0.0012,4.345994530720313,2000,0.8558572536850272
0.00123,4.345994530720313,2000,0.8560124127230411
0.00125,4.345994530720313,2000,0.8560124127230411
0.00128,4.345994530720313,2000,0.8561158520817171
0.0013,4.345994530720313,2000,0.8560641324023791
0.00133,4.345994530720313,2000,0.8560641324023791
0.00135,4.345994530720313,2000,0.8560124127230411
0.00138,4.345994530720313,2000,0.8560641324023791
0.0014,4.345994530720313,2000,0.8561158520817171
0.00143,4.345994530720313,2000,0.8559606930437031
0.00145,4.345994530720313,2000,0.8558572536850272
0.00148,4.345994530720313,2000,0.8556503749676752
0.0015,4.345994530720313,2000,0.8554434962503232
0.00153,4.345994530720313,2000,0.8552883372123092
0.00155,4.345994530720313,2000,0.8551848978536333
0.00158,4.345994530720313,2000,0.8551848978536333
0.0016,4.345994530720313,2000,0.8551848978536333
0.00163,4.345994530720313,2000,0.8552883372123092
0.00165,4.345994530720313,2000,0.8552883372123092
0.00168,4.345994530720313,2000,0.8552883372123092
0.0017,4.345994530720313,2000,0.8552883372123092
0.00173,4.345994530720313,2000,0.8553400568916473
0.00175,4.345994530720313,2000,0.8551848978536333
0.00178,4.345994530720313,2000,0.8551331781742953
0.0018,4.345994530720313,2000,0.8549262994569433
0.00183,4.345994530720313,2000,0.8549780191362814
0.00185,4.345994530720313,2000,0.8548745797776054
0.00188,4.345994530720313,2000,0.8548745797776054
0.0019,4.345994530720313,2000,0.8548745797776054
0.00193,4.345994530720313,2000,0.8550297388156194
0.00195,4.345994530720313,2000,0.8549262994569433
0.00198,4.345994530720313,2000,0.8548745797776054
